drugname,pt,A,drug_reports,reaction_reports,B,C,D,A_adj,B_adj,C_adj,D_adj,PRR,ROR,ChiSquare,ROR_Lower95,ROR_Upper95,Signal
IPILIMUMAB,IMMUNE-MEDIATED HYPOPHYSITIS,12,256,37,244,25,384997,12,244.0,25.0,384997,721.91625,757.3711475409837,5837.730638997935,376.21989453607966,1524.6696505374118,🔴 Strong
LORLATINIB,LIPIDS ABNORMAL,8,251,25,243,17,385010,8,243.0,17.0,385010,721.869228966487,745.60154926168,3916.3502665295136,318.77583895933554,1743.9266165097697,🔴 Strong
FLUTICASONE PROPIONATE\SALMETEROL XINAFOATE,SLEEP DISORDER THERAPY,8,194,30,186,22,385062,8,186.0,22.0,385062,721.8069353327085,752.8093841642228,4223.204325108311,330.9393022449401,1712.464989928168,🔴 Strong
PREDNISONE,MICROSTOMIA,5,5265,5,5260,0,380013,5,5260.0,0.5,380013,721.7730294396962,722.458174904943,360.89072339669184,39.46374391003912,13225.957873556035,🔴 Strong
HEPARIN SODIUM,MALIGNANT MELANOMA STAGE 0,15,174,61,159,46,385058,15,159.0,46.0,385058,721.7091454272864,789.7005742411812,-3573.124057144508,432.03353599259697,1443.4689555385278,🟢 Weak
EMEND,ADJUSTMENT DISORDER WITH DEPRESSED MOOD,28,101,176,73,148,385029,28,73.0,148.0,385029,721.4982606368745,997.8537578674564,2956.6963486948616,627.0794266068656,1587.856465771832,🔴 Strong
ACETAMINOPHEN\PROPOXYPHENE HYDROCHLORIDE,PARAESTHESIA ORAL,6,12,273,6,267,384999,6,6.0,267.0,384999,721.4719101123595,1441.943820224719,4224.95789504894,462.10718372714166,4499.393331032819,🔴 Strong
RANITIDINE,PNEUMOCOCCAL INFECTION,5,157,22,152,17,385104,5,152.0,17.0,385104,721.470588235294,745.1702786377709,2779.936821407176,271.47502555466536,2045.413728318371,🔴 Strong
METRONIDAZOLE BENZOATE,RESPIRATORY SYMPTOM,5,15,183,10,178,385085,5,10.0,178.0,385085,721.4662921348314,1081.6994382022472,3500.713231551678,366.0399965357929,3196.5732861999995,🔴 Strong
LETAIRIS,PULMONARY VALVE INCOMPETENCE,3,18,92,15,89,385171,3,15.0,89.0,385171,721.4606741573033,865.552808988764,2088.5027333113794,246.2782171527723,3042.0135154852283,🔴 Strong
XANTOFYL PALMITATE,HYPOPHOSPHATAEMIA,10,30,188,20,178,385070,10,20.0,178.0,385070,721.438202247191,1081.6573033707866,6815.040714356616,499.223414505141,2343.605063266345,🔴 Strong
OXOMEMAZINE HYDROCHLORIDE,ALTERED STATE OF CONSCIOUSNESS,6,6,499,0,493,384779,6,0.5,493.0,384779,721.370572632236,9365.817444219068,4626.673254376441,522.397157845539,167915.41661559837,🔴 Strong
ANAKINRA,DRUG TOLERANCE,26,156,115,130,89,385033,26,130.0,89.0,385033,721.2022471910112,865.2426966292135,612.0815411966543,541.0212263611058,1383.762572691572,🔴 Strong
ESCITALOPRAM OXALATE,NORMOCHROMIC NORMOCYTIC ANAEMIA,18,178,72,160,54,385046,18,160.0,54.0,385046,721.1610486891385,802.1791666666667,7.627519212644598,460.2774968203687,1398.0510015790785,🔴 Strong
INSULIN GLARGINE,NORMOCHROMIC NORMOCYTIC ANAEMIA,18,178,72,160,54,385046,18,160.0,54.0,385046,721.1610486891385,802.1791666666667,7.627519212644598,460.2774968203687,1398.0510015790785,🔴 Strong
ANHYDROUS DIBASIC CALCIUM PHOSPHATE\BIOTIN,TRANSAMINASES INCREASED,3,3,461,0,458,384817,3,0.5,458.0,384817,721.0386774797254,5041.270742358079,2504.251603690127,252.15951429149453,100787.03859009135,🔴 Strong
ASPIRIN\BUTALBITAL\CAFFEINE,VAGINAL HAEMORRHAGE,3,3,461,0,458,384817,3,0.5,458.0,384817,721.0386774797254,5041.270742358079,2504.251603690127,252.15951429149453,100787.03859009135,🔴 Strong
CASCARA SAGRADA,PRESYNCOPE,3,3,461,0,458,384817,3,0.5,458.0,384817,721.0386774797254,5041.270742358079,2504.251603690127,252.15951429149453,100787.03859009135,🔴 Strong
NILOTINIB HYDROCHLORIDE MONOHYDRATE,PRESYNCOPE,3,3,461,0,458,384817,3,0.5,458.0,384817,721.0386774797254,5041.270742358079,2504.251603690127,252.15951429149453,100787.03859009135,🔴 Strong
PENTAZOCINE LACTATE,PRESYNCOPE,3,3,461,0,458,384817,3,0.5,458.0,384817,721.0386774797254,5041.270742358079,2504.251603690127,252.15951429149453,100787.03859009135,🔴 Strong
BENDAMUSTINE HYDROCHLORIDE,OPPORTUNISTIC INFECTION,7,85,51,78,44,385149,7,78.0,44.0,385149,720.9494652406416,785.5603146853147,4342.474086634037,343.2730749265229,1797.7087429317933,🔴 Strong
CYCLOPHOSPHAMIDE,EMPHYSEMATOUS CHOLECYSTITIS,7,3705,8,3698,1,381572,7,3698.0,1.0,381572,720.9206477732794,722.283396430503,629.0698426766903,88.84019209023575,5872.266735187771,🔴 Strong
SOFOSBUVIR,HEAD DISCOMFORT,11,14,431,3,420,384844,11,3.0,420.0,384844,720.7319727891156,3359.7492063492064,7712.916220933924,933.9435728174695,12086.29199675455,🔴 Strong
AMINOBENZOIC ACID,CARDIOGENIC SHOCK,11,15,403,4,392,384871,11,4.0,392.0,384871,720.7301020408163,2699.987882653061,7698.300999711275,856.0519019133507,8515.762362281674,🔴 Strong
NOMEGESTROL ACETATE,MENINGIOMA,12,16,413,4,401,384861,12,4.0,401.0,384861,720.5648379052369,2879.259351620948,8381.23775281128,924.6843113255256,8965.367220314209,🔴 Strong
RALTEGRAVIR,IMMUNE RECONSTITUTION INFLAMMATORY SYNDROME,4,23,97,19,93,385162,4,19.0,93.0,385162,720.4394576905096,871.9003961516695,2755.9515320182018,291.036370874081,2612.0800590189765,🔴 Strong
HABITROL,VAGINAL DISCHARGE,7,24,163,17,156,385098,7,17.0,156.0,385098,720.2932692307693,1016.472850678733,4814.170270514929,415.713136511483,2485.4087239997752,🔴 Strong
GOLD SODIUM THIOMALATE,DEATH NEONATAL,11,294,31,283,20,384964,11,283.0,20.0,384964,720.2081632653062,748.1632508833923,5097.381154766826,355.208342121311,1575.830811375595,🔴 Strong
ETONITAZEPYNE,UNRESPONSIVE TO STIMULI,4,5,432,1,428,384845,4,1.0,428.0,384845,720.1364485981309,3596.6822429906542,2849.1483108436173,401.1643426905708,32246.44311676095,🔴 Strong
PENTAMIDINE,VENOOCCLUSIVE LIVER DISEASE,3,15,110,12,107,385156,3,12.0,107.0,385156,720.1177570093457,899.8971962616822,2096.200716525266,250.38303430646107,3234.304457100112,🔴 Strong
TISAGENLECLEUCEL,VENOOCCLUSIVE LIVER DISEASE,3,15,110,12,107,385156,3,12.0,107.0,385156,720.1177570093457,899.8971962616822,2096.200716525266,250.38303430646107,3234.304457100112,🔴 Strong
PARA-AMINOSALICYLIC ACID,PORPHYRIA ACUTE,21,107,126,86,105,385066,21,86.0,105.0,385066,719.9457943925233,895.5023255813953,3345.02769657477,535.5965522030173,1497.2546253765252,🔴 Strong
PAROXETINE HYDROCHLORIDE,PANCREAS INFECTION,4,107,24,103,20,385151,4,103.0,20.0,385151,719.9457943925233,747.8660194174757,2393.306363425904,251.2504465138805,2226.079956313395,🔴 Strong
ELAVIL,OTITIS MEDIA,3,22,76,19,73,385183,3,19.0,73.0,385183,719.6562889165629,833.1283345349675,2068.3952696752094,241.3123813150296,2876.366384611108,🔴 Strong
FILGRASTIM,HEPATITIS B CORE ANTIBODY POSITIVE,3,321,8,318,5,384952,3,318.0,5.0,384952,719.5457943925232,726.3245283018867,1345.428907088263,172.84550450996178,3052.1321448805934,🔴 Strong
RASILEZ,SINUS DISORDER,4,4,480,0,476,384798,4,0.5,476.0,384798,719.4659197012138,6467.193277310925,3206.683292150521,341.42347256748315,122500.62531312589,🔴 Strong
SEPTRA,VASCULITIS,16,34,268,18,252,384992,16,18.0,252.0,384992,719.4098972922502,1357.9964726631392,-2848.109394048435,684.7768749926742,2693.073447880753,🟢 Weak
OXLUMO,RENAL TRANSPLANT,8,51,92,43,84,385143,8,43.0,84.0,385143,719.3781512605042,853.0299003322259,5241.241242075954,389.317392425064,1869.0662811856475,🔴 Strong
DESOGESTREL\ETHINYL ESTRADIOL,DISLOCATION OF VERTEBRA,10,26,216,16,206,385046,10,16.0,206.0,385046,719.2905153099329,1168.2220873786407,6844.676829280663,523.9604938151873,2604.66745403268,🔴 Strong
RESTORIL,COELIAC DISEASE,19,48,231,29,212,385018,19,29.0,212.0,385018,719.277712264151,1189.873454782043,1299.0016940453172,656.972170445091,2155.03624367493,🔴 Strong
LEVOMILNACIPRAN,FACET JOINT SYNDROME,38,69,333,31,295,384914,38,31.0,295.0,384914,719.1324981577009,1599.4239475123018,2505.5875516231517,981.9058902238568,2605.297502892686,🔴 Strong
COBAMAMIDE,"SLEEP DISORDER DUE TO GENERAL MEDICAL CONDITION, INSOMNIA TYPE",7,11,348,4,341,384926,7,4.0,341.0,384926,718.9733404425486,1975.4266862170089,4922.315832305463,575.6293723419153,6779.2068648998575,🔴 Strong
ATROPINE SULFATE,CHRONIC SINUSITIS,7,28,141,21,134,385116,7,21.0,134.0,385116,718.75,958.0,4769.921568142386,400.5472523768083,2291.2752354536888,🔴 Strong
BLEOMYCIN SULFATE,SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,4,32,71,28,67,385179,4,28.0,67.0,385179,718.7425373134329,821.2771855010661,2705.9546160943555,280.38844166413423,2405.577817050334,🔴 Strong
PENICILLIN G,NORMOCHROMIC NORMOCYTIC ANAEMIA,5,40,72,35,67,385171,5,35.0,67.0,385171,718.7276119402985,821.2601279317697,3335.4040929883427,312.2065543897234,2160.32683570306,🔴 Strong
TIPRANAVIR,HEPATOTOXICITY,15,17,488,2,473,384788,15,2.0,473.0,384788,718.6811341872901,6101.289640591966,-4566.325280979466,1391.403037559798,26754.09947622385,🟢 Weak
.ALPHA.-PYRROLIDINOVALEROTHIOPHENONE,MIOSIS,4,11,199,7,195,385072,4,7.0,195.0,385072,718.4466200466201,1128.4161172161173,2809.6393947805,327.69361187131955,3885.7117974369057,🔴 Strong
".ALPHA.-TOCOPHEROL, D-",MACULAR DEGENERATION,8,15,294,7,286,384977,8,7.0,286.0,384977,718.4391608391609,1538.3696303696304,5579.822454554258,554.1735426183047,4270.469334321167,🔴 Strong
VIREAD,BONE LOSS,27,94,181,67,154,385030,27,67.0,154.0,385030,718.4282951091462,1007.5411901531304,1847.25661722724,627.2690430056866,1618.347439865582,🔴 Strong
ICLUSIG,PERIPHERAL MOTOR NEUROPATHY,4,65,37,61,33,385180,4,61.0,33.0,385180,718.3459207459208,765.3849975161451,2555.862891523747,263.16078899755416,2226.0694560701977,🔴 Strong
BETAMETHASONE DIPROPIONATE\CLIOQUINOL,ASCITES,10,10,521,0,511,384757,10,0.5,511.0,384757,718.046780355978,15058.982387475538,7385.162893215076,878.393986019169,258167.6948564052,🔴 Strong
CICLESONIDE,ARTERIOSCLEROSIS,30,111,175,81,145,385022,30,81.0,145.0,385022,717.9254426840635,983.4533844189016,-1402.7716244592648,627.4372360589767,1541.4777825428262,🟢 Weak
COLISTIN,ENTEROCOCCAL INFECTION,6,35,98,29,92,385151,6,29.0,92.0,385151,717.844099378882,866.1566716641679,4033.135179815962,351.27454243701425,2135.7294344860456,🔴 Strong
SERETIDE,TEMPERATURE REGULATION DISORDER,9,69,79,60,70,385139,9,60.0,70.0,385139,717.7807453416149,825.2978571428572,5709.306716160602,394.2510600786372,1727.6213610401865,🔴 Strong
UMECLIDINIUM BROMIDE,CONGENITAL HIATUS HERNIA,6,92,41,86,35,385151,6,86.0,35.0,385151,717.7378881987578,767.7428571428571,3666.371848618783,314.8170838137681,1872.290688781545,🔴 Strong
ALLOPURINOL,CORNEAL NEOVASCULARISATION,4,429,9,425,5,384844,4,425.0,5.0,384844,717.6671328671329,724.4122352941176,1590.411654451844,193.856061825414,2707.024385528005,🔴 Strong
FLUTICASONE FUROATE,NASAL OEDEMA,15,132,76,117,61,385085,15,117.0,61.0,385085,717.4850968703428,809.3421605716687,-3778.413224135514,447.1913922850488,1464.7749133357304,🟢 Weak
METRONIDAZOLE BENZOATE,END STAGE RENAL DISEASE,5,15,184,10,179,385084,5,10.0,179.0,385084,717.4357541899441,1075.6536312849162,3481.642359083424,364.0143876504482,3178.53022778728,🔴 Strong
ACETAMINOPHEN\CODEINE PHOSPHATE,ASTEATOSIS,3,179,12,176,9,385090,3,176.0,9.0,385090,717.1303538175047,729.3371212121212,1609.0965510643027,195.8090325892023,2716.5888587680865,🔴 Strong
REXULTI,DROPPED HEAD SYNDROME,3,179,12,176,9,385090,3,176.0,9.0,385090,717.1303538175047,729.3371212121212,1609.0965510643027,195.8090325892023,2716.5888587680865,🔴 Strong
PSEUDOEPHEDRINE HYDROCHLORIDE\TRIPROLIDINE HYDROCHLORIDE,PERIPHERAL VENOUS DISEASE,4,7,311,3,307,384964,4,3.0,307.0,384964,717.1167985109353,1671.939196525516,2825.96326929605,372.6306248060233,7501.747013771492,🔴 Strong
PSEUDOEPHEDRINE\TRIPROLIDINE,PERIPHERAL VENOUS DISEASE,4,7,311,3,307,384964,4,3.0,307.0,384964,717.1167985109353,1671.939196525516,2825.96326929605,372.6306248060233,7501.747013771492,🔴 Strong
CIPROFLOXACIN,NASAL OEDEMA,47,869,76,822,29,384380,47,822.0,29.0,384380,716.9248442522122,757.859719775149,-379.7352599234226,474.6809873241754,1209.97337200157,🟢 Weak
BETAMETHASONE DIPROPIONATE\CLOTRIMAZOLE,HAEMOPTYSIS,13,14,512,1,499,384765,13,1.0,499.0,384765,716.9241339822503,10023.937875751502,-8290.571087952087,1308.7779436657763,76773.39843876916,🟢 Weak
SALMETEROL XINAFOATE,MICROANGIOPATHY,3,52,34,49,31,385195,3,49.0,31.0,385195,716.9218362282879,760.7537853851218,1955.6978949058105,225.10792545251945,2570.9726604000134,🔴 Strong
INSULIN PORK\INSULIN PURIFIED PORK,MYASTHENIA GRAVIS,7,9,425,2,418,384851,7,2.0,418.0,384851,716.8748006379586,3222.436602870813,4927.147483194786,667.4552868041922,15557.742765423489,🔴 Strong
POTASSIUM PERCHLORATE,MYASTHENIA GRAVIS,7,9,425,2,418,384851,7,2.0,418.0,384851,716.8748006379586,3222.436602870813,4927.147483194786,667.4552868041922,15557.742765423489,🔴 Strong
ARANESP,MALIGNANT MELANOMA STAGE 0,16,191,61,175,45,385042,16,175.0,45.0,385042,716.8577079697499,782.3075555555556,-2234.1229463574614,433.9005204496335,1410.473328875274,🟢 Weak
THIOTEPA,CHRONIC GRAFT VERSUS HOST DISEASE IN LIVER,6,358,15,352,9,384911,6,352.0,9.0,384911,716.7970204841713,728.998106060606,2573.374485084632,258.1101990833745,2058.958694880112,🔴 Strong
CALCIUM ASCORBATE,BREAST CANCER STAGE III,86,210,306,124,220,384848,86,124.0,220.0,384848,716.7932467532468,1213.2304985337244,-308.0507427760417,894.1580869721444,1646.1610804826764,🟢 Weak
NOREPINEPHRINE,ANALGESIC THERAPY,7,114,40,107,33,385131,7,107.0,33.0,385131,716.6794258373205,763.499575191164,4127.710285781451,330.49137278133696,1763.8330356743484,🔴 Strong
NOREPINEPHRINE,ANTICOAGULANT THERAPY,7,114,40,107,33,385131,7,107.0,33.0,385131,716.6794258373205,763.499575191164,4127.710285781451,330.49137278133696,1763.8330356743484,🔴 Strong
AZITHROMYCIN ANHYDROUS,RADICULOPATHY,8,86,58,78,50,385142,8,78.0,50.0,385142,716.6362790697675,790.0348717948718,4929.277742721973,362.64657365565023,1721.1112526451263,🔴 Strong
TORADOL,NIGHTMARE,50,64,470,14,420,384794,50,14.0,420.0,384794,716.5438988095239,3272.057823129252,-1131.2919293904606,1795.1620616322973,5964.008836152816,🟢 Weak
ONDANSETRON,BACTEROIDES INFECTION,12,537,24,525,12,384729,12,525.0,12.0,384729,716.463687150838,732.8171428571428,4287.057549683303,327.7214344430556,1638.6507210855573,🔴 Strong
PREVACID,LUNG OPACITY,25,112,145,87,120,385046,25,87.0,120.0,385046,716.4546130952382,922.0450191570882,-527.1636786966939,570.8771000849481,1489.2294983033794,🟢 Weak
HIGH DENSITY POLYETHYLENE,PRODUCT ODOUR ABNORMAL,4,9,243,5,239,385030,4,5.0,239.0,385030,716.4463040446303,1288.8033472803347,2812.5228713162173,343.9716639151155,4828.927037347166,🔴 Strong
MESALAMINE,BURNS SECOND DEGREE,24,586,46,562,22,384670,24,562.0,22.0,384670,716.1501706484642,746.6903914590747,-1037.2680547430823,416.2327452294157,1339.5066752617022,🟢 Weak
RALTEGRAVIR,DYSLIPIDAEMIA,5,23,122,18,117,385138,5,18.0,117.0,385138,715.8212560386472,914.3827160493828,3423.922331661791,333.94704116738694,2503.6776744213257,🔴 Strong
DIETARY SUPPLEMENT,SWOLLEN JOINT COUNT,5,117,28,112,23,385138,5,112.0,23.0,385138,715.6465997770346,747.5504658385094,2931.267303117109,279.2453146296917,2001.221398168996,🔴 Strong
ARAVA,GRANULOMA SKIN,11,739,19,728,8,384531,11,728.0,8.0,384531,715.4819012178621,726.2776442307693,3304.7171986398685,291.2845010084484,1810.872925552936,🔴 Strong
CHLORHEXIDINE GLUCONATE\CLOTRIMAZOLE\ISOPROPYL ALCOHOL,LIVE BIRTH,4,6,363,2,359,384913,4,2.0,359.0,384913,715.4540389972145,2144.3621169916432,2825.0363590204306,391.5195670646952,11744.723062663828,🔴 Strong
ETIFOXINE,MYOCARDITIS,7,10,384,3,377,384891,7,3.0,377.0,384891,715.351724137931,2382.1724137931037,4907.336081712399,613.6803533728096,9247.070364642195,🔴 Strong
HYALURONIDASE,BONE EROSION,21,65,195,44,174,385039,21,44.0,174.0,385039,715.249602122016,1056.1414576802508,3560.9221503728795,615.0486608329464,1813.57159142556,🔴 Strong
CALCIUM CARBONATE,ANTINEUTROPHIL CYTOPLASMIC ANTIBODY POSITIVE,29,678,52,649,23,384577,29,649.0,23.0,384577,715.2366294728741,747.15167146781,-1444.679254254872,429.92730787754687,1298.4418759836976,🟢 Weak
SODIUM BICARBONATE,ANTACID THERAPY,6,101,38,95,32,385145,6,95.0,32.0,385145,715.056311881188,760.1546052631579,3603.1732863095554,310.65015116253727,1860.0828673038525,🔴 Strong
CLIOQUINOL\FLUMETHASONE PIVALATE,LIP DRY,4,4,483,0,479,384795,4,0.5,479.0,384795,714.9598700997448,6426.638830897704,3186.741159643196,339.28539103435065,121731.40298463585,🔴 Strong
PSEUDOEPHEDRINE HYDROCHLORIDE AND TRIPROLIDINE HYDROCHLORIDE,LIP DRY,4,4,483,0,479,384795,4,0.5,479.0,384795,714.9598700997448,6426.638830897704,3186.741159643196,339.28539103435065,121731.40298463585,🔴 Strong
METAMIZOLE SODIUM,VENTRICULAR FIBRILLATION,14,46,178,32,164,385068,14,32.0,164.0,385068,714.9056203605514,1027.2393292682927,-5986.141634256096,538.1785903746276,1960.7257859533777,🟢 Weak
DEXTROSE,AORTIC STENOSIS,16,169,67,153,51,385058,16,153.0,51.0,385058,714.9024248752755,789.5588876073305,-2297.818776404183,440.5011127079104,1415.21376227055,🟢 Weak
GOLIMUMAB,POST INFLAMMATORY PIGMENTATION CHANGE,7,471,15,464,8,384799,7,464.0,8.0,384799,714.875,725.6446659482758,2661.5088426859857,262.0633980243397,2009.2854827833676,🔴 Strong
ANHYDROUS DIBASIC CALCIUM PHOSPHATE\BIOTIN,HYPERCHOLESTEROLAEMIA,3,3,465,0,462,384813,3,0.5,462.0,384813,714.7959183673469,4997.571428571428,2482.6838477585134,249.9767469314369,99912.1737932037,🔴 Strong
COCOA BUTTER\PHENYLEPHRINE HYDROCHLORIDE,HYPERCHOLESTEROLAEMIA,3,3,465,0,462,384813,3,0.5,462.0,384813,714.7959183673469,4997.571428571428,2482.6838477585134,249.9767469314369,99912.1737932037,🔴 Strong
THYMOL IODIDE,HYPERCHOLESTEROLAEMIA,3,3,465,0,462,384813,3,0.5,462.0,384813,714.7959183673469,4997.571428571428,2482.6838477585134,249.9767469314369,99912.1737932037,🔴 Strong
EDETATE CALCIUM DISODIUM,OBESITY,5,5,495,0,490,384783,5,0.5,490.0,384783,714.7922077922077,7852.714285714285,3886.747410513867,428.4246640835656,143934.57432000997,🔴 Strong
ARTANE,CARDIO-RESPIRATORY ARREST,8,11,400,3,392,384875,8,3.0,392.0,384875,714.7810760667903,2618.197278911565,5594.02238239536,692.0260880221083,9905.633775877142,🔴 Strong
COLESEVELAM,FOREIGN BODY IN THROAT,3,11,150,8,147,385120,3,8.0,147.0,385120,714.7810760667903,982.4489795918367,2096.396665353689,258.08974173272986,3739.807677054365,🔴 Strong
DICLOFENAC EPOLAMINE,FOREIGN BODY IN THROAT,3,11,150,8,147,385120,3,8.0,147.0,385120,714.7810760667903,982.4489795918367,2096.396665353689,258.08974173272986,3739.807677054365,🔴 Strong
MAALOX ANTACID,GOUT,10,14,395,4,385,384879,10,4.0,385.0,384879,714.7755102040816,2499.214285714286,6954.449177857862,780.4581349774404,8003.084042552677,🔴 Strong
BILASTINE,INJECTION SITE HAEMATOMA,3,33,52,30,49,385196,3,30.0,49.0,385196,714.7402597402597,786.1142857142858,2015.137821356895,232.2182046219253,2661.1852899741816,🔴 Strong
HYALURONIDASE (HUMAN RECOMBINANT),DISLOCATION OF VERTEBRA,18,49,216,31,198,385031,18,31.0,198.0,385031,714.7105751391466,1129.123167155425,16.820648258263123,621.3567745196938,2051.8310556646047,🔴 Strong
GLUCOSAMINE,MULTIPLE DRUG THERAPY,8,77,64,69,56,385145,8,69.0,56.0,385145,714.6586270871985,797.4016563146998,4989.449000925506,366.4536186650205,1735.142918795034,🔴 Strong
HYDROMORPHONE,ANTACID THERAPY,17,436,38,419,21,384821,17,419.0,21.0,384821,714.5384447356925,743.4886918968065,-815.1438185316171,389.4580239348418,1419.3453491945677,🟢 Weak
PARAGARD T 380A,ENDOMETRITIS,12,646,22,634,10,384622,12,634.0,10.0,384622,714.4866873065015,727.991167192429,3886.520582529584,313.3932480738217,1691.073891245281,🔴 Strong
BISACODYL,SPIROMETRY ABNORMAL,7,102,44,95,37,385139,7,95.0,37.0,385139,714.422893481717,766.9908961593172,4194.067429364301,333.6070265132116,1763.37723140845,🔴 Strong
DULOXETINE,VISUAL PATHWAY DISORDER,6,462,13,456,7,384809,6,456.0,7.0,384809,713.9443413729128,723.3251879699249,2300.2100107535293,242.14940510049084,2160.646759939807,🔴 Strong
CORTISONE ACETATE\DIPHENHYDRMINE HYDROCHLORIDE\SULFISOMIDINE,AUTOIMMUNE DISORDER,8,8,516,0,508,384762,8,0.5,508.0,384762,713.7934228809635,12118.488188976378,5965.42619304734,695.0586784847153,211288.28476254968,🔴 Strong
POLYETHYLENE GLYCOL 3350\POTASSIUM CHLORIDE\SODIUM BICARBONATE\SODIUM CHLORIDE\SODIUM SULFATE,PARAESTHESIA ORAL,3,6,273,3,270,385002,3,3.0,270.0,385002,713.4666666666666,1425.9333333333334,2112.44604901722,286.5193944605971,7096.503449405172,🔴 Strong
EPIVAL,NASAL POLYPS,6,8,411,2,405,384865,6,2.0,405.0,384865,713.462962962963,2850.851851851852,4210.960234060239,573.6823645623157,14166.996901513272,🔴 Strong
FLUTICASONE FUROATE\SALMETEROL XINAFOATE,RESPIRATORY SYMPTOM,3,9,183,6,180,385089,3,6.0,180.0,385089,713.4611111111111,1069.6916666666666,2100.39522784438,265.4733652078479,4310.188560122591,🔴 Strong
FORMOTEROL\MOMETASONE,RESPIRATORY SYMPTOM,3,9,183,6,180,385089,3,6.0,180.0,385089,713.4611111111111,1069.6916666666666,2100.39522784438,265.4733652078479,4310.188560122591,🔴 Strong
ASPIRIN\PENTAZOCINE,DIPLOPIA,9,10,495,1,486,384782,9,1.0,486.0,384782,713.4592592592593,7125.592592592592,6294.812603203359,901.0063055741982,56352.624261883306,🔴 Strong
ESCHERICHIA COLI,DIPLOPIA,9,10,495,1,486,384782,9,1.0,486.0,384782,713.4592592592593,7125.592592592592,6294.812603203359,901.0063055741982,56352.624261883306,🔴 Strong
